spotify_id,title,artist,album,release_date,popularity,0
4H2ILdDNn6jkE7REM5skJC,Vaa Thalaivaa,"Thaman S, Shankar Mahadevan, Karthik, Deepak Blue, Aravind Srinivas",Varisu,2022-12-24,49.0,
3qkoComBwdqR8ybOGo0jkw,Uppu Karuvaadu,"Shankar Mahadevan, Kavita Krishnamurthy",Hits of Shankar Mahadevan,2013-05-29,54.0,
69TaCAI3hhD5JU9DZaPvhj,Dippu Dippu,"A.R. Rahman, Shankar Mahadevan",Hits of Shankar Mahadevan,2013-03-25,30.0,
5cctuXjB4SV6krZ09ktKWq,Banda,"Shankar Mahadevan, K. S. Chithra",Palanati Brahmanaidu,2003-05-05,9.0,
6rDTOY6u0xxnEpHXbkO1pJ,Aazmale Aazmale,Shekhar Ravjiani,Taxi No. 9211 (Original Motion Picture Soundtrack),2006-12-01,18.0,
6nkxR6fDePyPHuGVIzxGFa,Lover Also Fighter Also,Shekhar Ravjiani,Naa Peru Surya Naa Illu India,2018-01-26,49.0,
702ivMLx1LKGmQ7qL4Q1HT,Meherbaan (Unplugged),"Kumaar, Shekhar Ravjiani",Bang Bang (Original Motion Picture Soundtrack),2014-09-15,40.0,
63awiUHspzokZiU5lizwjd,Chandaniya (Lori Lori),"Sajid-Wajid, Shreya Ghoshal",Rowdy Rathore (Original Motion Picture Soundtrack),2012-06-24,58.0,
0WN0LRg6OdQYkldcr6ydU9,Suna Suna,Shreya Ghoshal,Silken Melodies Shreya Ghoshal,2011-03-03,34.0,
1vSXwYeKnzsVvekSpqVabx,Chikni Chameli,"Ajay-Atul, Shreya Ghoshal",Agneepath (Original Motion Picture Soundtrack),2011-12-16,68.0,
432leZkBmxF6si4ftPOOdn,Ghar More Pardesiya,"Pritam, Shreya Ghoshal",Kalank (Original Motion Picture Soundtrack),2019-04-14,59.0,
7zrqO3WRNwCfZ80k4Y9VG5,Ghoomar,"Shreya Ghoshal, Swaroop Khan, A.M. Turaz, Sanjay Leela Bhansali","Ghoomar (From ""Padmaavat"")",2017-10-25,52.0,
5s9Kd33ExIhpe1JJSj5zLZ,Nagada Sang Dhol,"Shreya Ghoshal, Osman Mir, Siddharth - Garima",Goliyon Ki Raasleela Ram-Leela (Original Motion Picture Soundtrack),2013-10-15,63.0,
0m4VreaNduvs42gclXykew,Tabaah Ho Gaye,"Pritam, Shreya Ghoshal",Kalank (Original Motion Picture Soundtrack),2019-04-14,60.0,
2kRzgmBlmhvFvCEgMHltWz,Sunn Raha Hai (Female Version),Shreya Ghoshal,Aashiqui 2,2013-04-06,65.0,
59GU2OeltZirxzBLa7m5GC,Deewani Mastani,"Shreya Ghoshal, Ganesh Chandanshive, Mujtaba Aziz Naza, Shadab Faridi, Altamash Faridi, Farhan Sabri, Siddharth - Garima, Nasir Faraaz",Bajirao Mastani (Original Motion Picture Soundtrack),2015-11-25,62.0,
4BiPsAV070dg3eLSVf727A,Ye Ishq Hai,"Pritam, Shreya Ghoshal, Irshad Kamil",Jab We Met,2007-09-21,69.0,
2JZngxDwukMImNUTxWWOIf,Aatach Baya Ka Baavarla,Shreya Ghoshal,Sairat (Original Motion Picture Soundtrack),2016-02-24,47.0,
4BZ06dqUYw4YLNaj4SzGUS,Jadu Hai Nasha Hai,"Shreya Ghoshal, Neelesh Misra",Jism (Original Motion Picture Soundtrack),2002-12-01,34.0,
3P6PfSiSGXg8oSkqHceYBY,Tomake - Female,"Shreya Ghoshal, Arko",Parineeta,2019-07-27,47.0,
4WzbzigbENfSYF3cVJAT1B,Suna Hai (Female Version),"Rashmi Virag, Jeet Gannguli, Shreya Ghoshal",Sanak (Original Motion Picture Soundtrack),2021-10-12,39.0,
5n7KWx7UkcKJUB8GvJCYqj,Silsila Ye Chahat Ka,Shreya Ghoshal,"Devdas - An Adaptation Of Sarat Chandra Chattopadhyay's ""Devdas""",2002-01-01,44.0,
6cUaCs1lKfDOyFKMkBF8ch,Dil,"Sonu Nigam, Shreya Ghoshal",Khakee,2003-10-17,64.0,
71bmCu3pULqVegwiyzWEix,Bhari Bhari Song,"Sonu Nigam, Shreya Ghoshal",Mala Ved Lagle Premache (Marathi Romantic Songs),2015-01-28,10.0,
0FDlo7Rz1GQXjYz3y0UxPb,Kashmir,"Manan Bhardwaj, Shreya Ghoshal",ANIMAL,2023-11-24,50.0,
6WGzckjnXgGvcTmCcETgIb,Ek Do Teen,"Shreya Ghoshal, Parry G, Sandeep Shirodkar, Laxmikant–Pyarelal","Ek Do Teen (From ""Baaghi 2"")",2018-03-19,53.0,
0cXouR8lgOhynWkbXTHJ5t,Paheli,"Sonu Nigam, Shreya Ghoshal, Madhushree, Bela Shende, Kalapini Komakali",Best Of Shreya Ghoshal,2018-03-09,40.0,
6P6o9pPFIYMxxnEhsvgfJA,Yeh Kya Hua,"Prem & Hardeep, Shreya Ghoshal",Tera Mera Pyar,2004-06-18,44.0,
1y8Ck6jFOyxNC59SrQJIn6,Jhalla Wallah,"Amit Trivedi, Shreya Ghoshal, Kausar Munir",Ishaqzaade,2012-04-12,60.0,
4Q3oEhpsDommo2naYhCpAl,Tujh Mein Rab Dikhta Hai - II,"Salim–Sulaiman, Shreya Ghoshal, Jaideep Sahni",Rab Ne Bana Di Jodi,2008-11-06,62.0,
5pbOpE6CfRgGnPPZJSDfME,Chaka Chak,"A.R. Rahman, Shreya Ghoshal, Irshad Kamil","Chaka Chak (From ""Atrangi Re"")",2021-11-29,58.0,
1cmZbGkCEVVAck2MsWpPYQ,Hasi (Female Version),"Ami Mishra, Shreya Ghoshal, Kunaal Vermaa",Hamari Adhuri Kahani (Original Motion Picture Soundtrack),2015-05-21,68.0,
5yLpriwkPdHZisvxLALE3B,Aadha Ishq (From ”Band Baaja Baaraat”),"Salim–Sulaiman, Shreya Ghoshal, Amitabh Bhattacharya",Top Hits of Anushka Sharma,2024-04-30,7.0,
2tGSFJjhyBvzZV3VwpDACj,Hume Tumse Pyaar Kitna,"Shreya Ghoshal, Raaj Ashoo, Aditya Dev","Hume Tumse Pyaar Kitna (From ""Hume Tumse Pyaar Kitna"") - Single",2019-06-17,29.0,
6vpqj0bku1g9nXp1h9seiw,Esheche Raat,"Shreya Ghoshal, Papon",Buno Haansh,2014-07-17,19.0,
5pVeKvxgNzQocZt42HQebe,Ta Ra Ra Ra Rum TaRaRumPum (From ”Ta Ra Rum Pum”),"Vishal-Shekhar, Shreya Ghoshal, Javed Akhtar",Mood Hai Bhayankar: Vishal and Sheykhar Hits,2023-11-30,1.0,
1sNCUR5bUvFSQVDYEvsHCU,Saathiyaa,"Shreya Ghoshal, Ajay",Singham,2011-06-27,66.0,
1pmExSg00I43SObqeokuM7,Daata Tu,"Vishal-Shekhar, Shreya Ghoshal, Irshad Kamil",Tiger Zinda Hai,2017-12-12,25.0,
3HGBnO6GkxCIsg66g0RL2Z,Oh My Love,"Sonu Nigam, Shreya Ghoshal",Raaz 3,2012-08-03,42.0,
3zb5Omz3mP7XRl7fDfiquc,Rehnuma,"Shreya Ghoshal, Inder Bawra",Rocky Handsome,2016-03-04,52.0,
58uTr7DgUrrWavKXH4vvk3,Adhir Man Jhale,Shreya Ghoshal,Valentine's Day - Marathi 2022,2022-02-09,49.0,
4VdgJO1wxgcykHYmXSZxcR,Jab Saiyaan,"Shreya Ghoshal, Sanjay Leela Bhansali","Jab Saiyaan (From ""Gangubai Kathiawadi"") - Single",2022-02-16,35.0,
5XC9Bge2MfW0v5vY6Rz4qo,Khayalon Mein,Shreya Ghoshal,Raaz 3,2012-08-03,41.0,
44iKQ2okIe1ZvPWewhS69c,Jab Tum Hote Ho,"Shreya Ghoshal, Manoj Muntashir",Best Of Shreya Ghoshal,2024-03-22,28.0,
73y649QhnXdcm6fRdvfraO,Abhi Mujh Mein Kahin,"Ajay-Atul, Sonu Nigam",Agneepath (Original Motion Picture Soundtrack),2011-12-16,65.0,
251PNRmJU9KcUnFQAB5t6I,Kal Ho Naa Ho,"Shankar-Ehsaan-Loy, Sonu Nigam",Kal Ho Naa Ho (Original Motion Picture Soundtrack),2003-09-20,67.0,
2zDYPNUwclRPsRgsy8ziwI,Papa Meri Jaan,"Sonu Nigam, Harshavardhan Rameshwar, Raj Shekhar",ANIMAL,2023-11-24,50.0,
19SF5nItZDNoGKFq6uoPNB,Jaane Nahin Denge Tujhe,Sonu Nigam,3 Idiots (Original Motion Picture Soundtrack),2009-12-25,51.0,
00slEv0AYGnW85H84XsmGz,Phir Milenge Chalte Chalte,"Salim–Sulaiman, Sonu Nigam, Jaideep Sahni",Rab Ne Bana Di Jodi,2008-11-06,55.0,
78KKYDENYsw6jYfuEZsqJl,Saathiya,"A.R. Rahman, Sonu Nigam, Gulzar",Saathiya,2002-10-18,64.0,
0TB3o17WOQginPe0ob0sE6,Nikle The Kabhi Hum Ghar,"Pritam, Sonu Nigam, Javed Akhtar","Nikle The Kabhi Hum Ghar Se (From ""Dunki"")",2023-12-01,40.0,
4y5mqhrI0tdYI4M3EFluxP,Ab Mujhe Raat Din,Sonu Nigam,Deewana,1999-02-05,52.0,
2dZF8vVZmdQeLZCqWJns0J,Dil Ne Yeh Kaha Hain Dil Se,"Sonu Nigam, Alka Yagnik",Bollywood's Musical Extravaganza - Sonu Nigam & Sukhwinder Singh,2016-07-01,40.0,
1uWMrUsq9vIdqKoz1pmEz3,TOTTA,"Meet Bros., Sonu Nigam, DJ A.Sen",Totta Remix,2022-10-01,4.0,
7iCa1yLBghNE4oEwoWVowp,Ninnindale,Sonu Nigam,Milana,2007-06-24,34.0,
7mHS2rAwnUCc4OLyB3dwLr,Koi Tumsa Nahin,"Sonu Nigam, Shreya Ghoshal",Krrish,2006-04-28,51.0,
70O5Rpo2B2FB4B5bf68JWw,Apnaa Mujhe Tu Lagaa,Sonu Nigam,1920 Evil Returns,2012-10-09,58.0,
6DQPeQHz0VkXnhV3Dth5Af,Tere Bin (From ”Dil Toh Baccha Hai Ji”),Sonu Nigam,Timeless Tunes By Sonu Nigam,2024-11-08,1.0,
069RNsVMrFntN3RHHpTAlw,Badan Pe Sitare,"Sonu Nigam, Amit Trivedi","Badan Pe Sitare (From ""Fanney Khan"") - Single",2018-07-31,17.0,
7Av9vJqrtlcAqnLeEkzgod,Kal Ho Naa Ho (From ”Kal Ho Naa Ho”),"Shankar-Ehsaan-Loy, Sonu Nigam",Sonu Nigam: Best of Me,2011-12-16,17.0,
240XpqdffwGL1HdH2Fntow,Life Ban Jaayegi,"Sonu Nigam, Jaspinder Narula",Humraaz (Original Motion Picture Soundtrack),2002-05-06,31.0,
1osQOFeG3wd77YXWjirn8e,Bande Mein Tha Dum … Vande Mataram,"Sonu Nigam, Shreya Ghoshal, Pranab Biswas",Lage Raho Munna Bhai,2006-07-24,30.0,
456EOyXMa8FhzU3OcCLoKb,Kal Ho no ho - Maahi ve,"Shankar-Ehsaan-Loy, Sadhana Sargam, Sujata Bhattacharya, Udit Narayan, Sonu Nigam, Shankar Mahadevan",Workout Bollywood Style: 60 Mins Non Stop Mix,2014-03-01,14.0,
2W6bC4K4e6y42HnYTA5yHO,Nagada Nagada,"Pritam, Sonu Nigam, Javed Ali, Irshad Kamil",Jab We Met,2007-09-21,58.0,
2bJZCUnAI9Se6MmtQy8Fcv,Deewana Tera,Sonu Nigam,Deewana,1999-02-05,51.0,
6mqTUI7ucRJrVvoXLrDNRe,Pyaar Ki Ek Kahani,"Sonu Nigam, Shreya Ghoshal",Krrish,2006-04-28,55.0,
2FuJW8p6IWXXVN2zxaxPQ5,Tu Hai Sheetal Dhaara,"Ajay-Atul, Sonu Nigam, Shreya Ghoshal",Adipurush,2023-06-06,36.0,
3tOjesoPalWiHBnMhKIMyJ,Maati Ko Maa Kehte Hain,"Sonu Nigam, Rochak Kohli",Mission Majnu (Original Motion Picture Soundtrack),2023-01-23,19.0,
1Qyl44M6K69oWYuKyHbrSR,Chanda Ki Doli (From ”Chanda Ki Doli”),Sonu Nigam,Soulful Sonu Nigam,2025-01-23,7.0,
7at7euNh56nGaN68Afzj9B,Tumse Milke Dil Ka (From ”Main Hoon Na”),"Sonu Nigam, Sabri Brothers",Dance Mera Hit Hit,2023-05-09,7.0,
62afDWdbzhJVdOtmX3EVF2,Do Ka Chaar,Sonu Nigam,Chaman Bahaar (Original Motion Picture Soundtrack),2020-06-18,5.0,
4Hb4YQkL3hKg1NgcjnOIgQ,Dil Ka Rishta,"Sonu Nigam, Roop Kumar Rathod",Yuvvraaj (Original Motion Picture Soundtrack),2008-11-21,24.0,
1qeWKohgRZuluEV7VQ0mIm,Shirt Da Button (From ”Kyaa Super Kool Hain Hum”),Sonu Nigam,Timeless Love Tunes,2025-02-12,1.0,
5wssram9h2dvqXQESSZFuV,Shart,Sonu Nigam,Milan Talkies (Original Motion Picture Soundtrack),2019-03-05,4.0,
6QXOeVS0RuwbMrI4ud2Lud,Bhagwaan Hai Kahan Re Tu,"Sonu Nigam, Shantanu Moitra, Swanand Kirkire",Pk,2014-11-17,53.0,
2rM3YIonfLVTEL9R8WvkN5,Apnaa Mujhe Tu Lagaa (From ”1920 Evil Returns”),Sonu Nigam,Timeless Tunes By Sonu Nigam,2024-11-08,4.0,
3zZQsS8tDrqGDSgKFZ9fKO,Tera Milna Pal Do Pal Ka,Sonu Nigam,Jaan,2000-02-05,41.0,
47eLv24ThgDrHqZ1Qh8Bfc,Nani Maa,Sonu Nigam,Super Nani (Original Motion Picture Soundtrack),2018-06-19,13.0,
1qvoTEJr6bCdSl0l6CuxEz,Kahani (Sonu’s Version),"Pritam, Sonu Nigam, Amitabh Bhattacharya",Laal Singh Chaddha,2022-08-05,29.0,
5thYlkOrpjl9jyZD6MThIg,Mohabbat Kabhi Maine,Sonu Nigam,Yaad,2001-02-05,40.0,
2GTasAZimpxzNgE7aXFifI,Dard-e-Disco,"Vishal-Shekhar, Sukhwinder Singh, Marianne, Caralisa Monteiro, Nisha",Om Shanti Om,2007-09-18,63.0,
2UKK9UEbKlykbmLVP1zWIQ,Haule Haule,"Salim–Sulaiman, Sukhwinder Singh, Jaideep Sahni",Rab Ne Bana Di Jodi,2008-11-06,69.0,
2S6okBMEo9oWCbdWGrxth3,Beedi,"Sunidhi Chauhan, Sukhwinder Singh, Nachiketa Chakraborty, Clinton Cerejo, Gulzar",Omkara (Original Motion Picture Soundtrack),2006-07-08,64.0,
7AKaVhDuiQjcAYsUmqA7Gg,Chidiya Da Chamba,"Salim–Sulaiman, Sukhwinder Singh",Chidiya Da Chamba,2021-11-01,23.0,
6FJZsvuxo1q8fwXWcZN6TX,Saugandh Mujhe Iss Mitti Ki,"Sukhwinder Singh, Shashi Suman",PM Narendra Modi,2019-05-20,41.0,
5TS5VDX9Q72NyOzPj1U6A8,Thayya Thayya,Sukhwinder Singh,Dil Se (Original Motion Picture Soundtrack),1998-07-08,38.0,
5J5Oam2frcy5zQnOCb3Cdr,Udi Udi Jaye,"Bhoomi Trivedi, Sukhwinder Singh, Karsan Sagathia",Raees (Original Motion Picture Soundtrack),2017-01-24,56.0,
3Brmef0xG7wYhv9OYAAu7f,Zinda Hai,"Vishal-Shekhar, Julius Packiam (Tiger Theme), Sukhwinder Singh, Irshad Kamil",Tiger Zinda Hai,2017-12-12,46.0,
0XjHjMiFErp8ZTOIpA6eRS,Banjaara,"Sohail Sen, Sukhwinder Singh, Neelesh Misra",Ek Tha Tiger,2012-07-16,52.0,
4P0kD6dDBHRfju48oE4pWv,Bolo Kab Pratikar Karoge,Sukhwinder Singh,Manikarnika - The Queen Of Jhansi (Original Motion Picture Soundtrack),2019-01-11,23.0,
4tV8LelNMRTi72EcNJKZX0,Gali Gali,Sukhwinder Singh,Pataakha (Original Motion Picture Soundtrack),2018-09-12,6.0,
0J3WZQBt4lom7ilsyu7P7M,Darr Ke Aage Jeet Hai,Sukhwinder Singh,Darr Ke Aage Jeet Hai - Single,2020-08-12,5.0,
2On3q4kU7aEKzlW9PWoN6O,Deh Shiva (Male Version),Sukhwinder Singh,Kesari (Original Motion Picture Soundtrack),2019-03-18,27.0,
31xUIiUCZxruoNhour84BR,Issaqbaazi,"Sukhwinder Singh, Divya Kumar",Zero,2018-12-21,36.0,
3kSBSSsXtebECjCggW87yq,Sultan,"Vishal-Shekhar, Sukhwinder Singh, Shadab Faridi, Irshad Kamil",Sultan,2016-05-31,60.0,
0buANS2DZ2de1bO0s9LOqh,Jai Hanumaan,"Sukhwinder Singh, Vishal Mishra, Manoj Muntashir",Pranaam,2019-07-31,32.0,
1ElrHlSLpKJ5UNkcbSi6Jy,Sachin Sachin,"A.R. Rahman, Sukhwinder Singh, Kaly","Sachin Sachin (From ""Sachin - A Billion Dreams"") - Single",2017-05-09,11.0,
2qnhVNm0Ks5prikRVMLMuf,House party song,"Sukhwinder Singh, Arjun Kanungo, Parry G",Ek Ladki Ko Dekha Toh Aisa Laga (Original Motion Picture Soundtrack),2019-01-30,8.0,
34KXu2H0SyTMTe77YJs4TA,Black Jama Hai,"Sukhwinder Singh, Amit Trivedi, Indraneel",Raid,2018-03-01,25.0,
36MhvfL3p4WkzGbocV7BZ8,Thap Thap,"Vishal-Shekhar, Sukhwinder Singh",Bharat,2019-05-17,30.0,
2dIG6RVGbzGOR48F3zjJj7,Ghe Saawrun,Sukhwinder Singh,Mala Ved Lagle Premache (Marathi Romantic Songs),2015-01-28,23.0,
6rnhxyI3yu03MWu1Cyp4NA,Turpeya,"Vishal-Shekhar, Sukhwinder Singh",Bharat,2019-05-17,29.0,
5L9Lwt2ctZ9Uynk24SDjsz,Bakaiti,"Rana Mazumder, Sukhwinder Singh, Benny Dayal",Bakaiti (Milan Talkies),2019-02-26,0.0,
2b03BOgFYaYsZl59O2Dyy4,Tumbe Te Zumba,"Sukhwinder Singh, Sachin-Jigar","Tumbe Te Zumba (From ""Chandigarh Kare Aashiqui"")",2021-11-18,17.0,
7lPqKIkGb5mKSVtcmRBJrd,Ramkatha,"Pritam, Sukhwinder Singh",Aakrosh,2010-09-18,11.0,
58pYOqfeO87Uk8zPHuOGBu,Gajanana,"Sukhwinder Singh, Prashant Ingole, Shreyas Puranik",Bajirao Mastani (Original Motion Picture Soundtrack),2015-11-25,56.0,
2QY6SJXVnBFaqxOZhC1Fuu,Kamli,"Pritam, Sunidhi Chauhan, Amitabh Bhattacharya",Dhoom:3,2013-11-14,60.0,
7nxdiNrW4DxJ8u6jnkHY1M,Mohabbat,Sunidhi Chauhan,Fanney Khan,2018-07-19,26.0,
0se928CIhZPlfVGi3A6zrx,Crazy Kiya Re,"Pritam, Sunidhi Chauhan, Sameer Anjaan",Dhoom:2,2006-10-19,60.0,
2h1d6XPdBms5i7YwyfOO7q,Halkat Jawani,"Salim–Sulaiman, Sunidhi Chauhan",Heroine (Original Motion Picture Soundtrack),2012-06-24,60.0,
1o6nje537siXBDAex3rrrN,Hatt Ja Tau,"Sunidhi Chauhan, Jaidev Kumar","Hatt Ja Tau (From ""Veerey Ki Wedding"")",2018-02-15,35.0,
4FSqyrDui4q3gzfldntzRD,Kaisi Paheli Zindagani,Sunidhi Chauhan,Parineeta (Original Motion Picture Soundtrack),2018-07-11,42.0,
5EqggGHTuqiUfruO2gMHhI,Dance Pe Chance,"Salim–Sulaiman, Sunidhi Chauhan, Labh Janjua, Jaideep Sahni",Rab Ne Bana Di Jodi,2008-11-06,61.0,
2EFi7ey45Za7sxgRZWdmWd,Sajna Ve Sajna,"Sunidhi Chauhan, Divya Kumar, Sandesh Shandilya, White Noise Collectives, Irshad Kamil","Sajna Ve Sajna (From ""Vicky Vidya Ka Woh Wala Video"")",2024-10-07,69.0,
4Cz7oBICpLdh5LTdpbGLz0,Ghar Aao Na,"Salim–Sulaiman, Sunidhi Chauhan, DJ Nyk",Ghar Aao Na (Techno Mix),2024-04-11,33.0,
5rpxVbgMMeCOLhhop1DVKj,Lae Dooba,Sunidhi Chauhan,Aiyaary (Original Motion Picture Soundtrack),2018-02-28,65.0,
2RktkeigsgvhuRNQl0ioGS,Bhage Re Mann,Sunidhi Chauhan,Chameli,2003-11-22,59.0,
1JIyTKDoSTQpGIqeiJ8WTX,Satgur Pyare,"Sunidhi Chauhan, Devenderpal Singh",Ardaas Karaan,2019-08-10,42.0,
7JFIDJAi9RoCn0JYavNLRG,Shut Up & Bounce,"Vishal-Shekhar, Sunidhi Chauhan, Vishal Dadlani",Dostana (Original Motion Picture Soundtrack),2008-10-08,53.0,
2cYVtBHkrkk7F2qU2Y7Fn0,Dhoom Machale,"Pritam, Sunidhi Chauhan, Sameer Anjaan",Dhoom,2004-07-16,55.0,
2Bn2JQAGZzxe09jFzm1SqJ,Aaja Nachle,"Salim–Sulaiman, Sunidhi Chauhan, Piyush Mishra",Aaja Nachle,2007-10-18,62.0,
4jju50cXHfJN702b4PNRkz,Bhoy Dekhas Na Please,"Sunidhi Chauhan, Indraadip Dasgupta, Angshuman Chakraborty, Ri8 Music","Bhoy Dekhas Na Please (From ""Hawa Bodol"") [Analogue Mix]",2023-06-07,0.0,
0DYkV2X5XRyAAdfeuTmGKV,Sami sami,"Himesh Reshammiya, Sunidhi Chauhan, AKBAR SAMI",36 China Town (Original Motion Picture Soundtrack),2006-04-21,32.0,
4eGa5MQK22fU265besNBfy,Ae Watan (Female),Sunidhi Chauhan,Raazi (Original Motion Picture Soundtrack),2018-04-19,36.0,
45nezzk0tP5kEWeVDECk7h,Aisa Kyun Maa (From ”Neerja”),Sunidhi Chauhan,Maa Jaisi Koi Nahin - Mother's Day Special Songs,2022-05-07,1.0,
3wEEhW0DFBe4Zd8eZ4utZk,Darkhaast (From ”Shivaay”),"Mithoon, Arijit Singh, Sunidhi Chauhan",Love Forever With Arijit Singh,2017-06-07,38.0,
4QEcf7qwhCKoehH1ntV8qi,Engine Ki Seeti,"Sunidhi Chauhan, Resmi Sateesh",Khoobsurat,2014-08-12,37.0,
12stbCbkYlUh67oz0sx9UG,Anjaan Jahaan,"Sunidhi Chauhan, AURORA",Frozen 2 (Hindi Original Motion Picture Soundtrack/Deluxe Edition),2019-11-22,23.0,
5vWG0az3nJSW0fnjS3ozPL,Babli Badmaash,"Anu Malik, Sunidhi Chauhan",Shootout At Wadala (Original Motion Picture Soundtrack),2013-04-12,40.0,
5X9vP8ndYEZCMm1RyfYsnC,Shake It Saiyyan,"Sunidhi Chauhan, Haji Springer",Rascals (Original Motion Picture Soundtrack),2011-09-08,32.0,
4jCCgx4ZA0aLf09L4ljFDl,Manwa,"Shantanu Moitra, Sunidhi Chauhan",October (Original Motion Picture Soundtrack),2018-03-28,26.0,
5mgu4kQs1ozst1ZpoGfVwT,Yoddha,"Shankar-Ehsaan-Loy, Sunidhi Chauhan, Varun Grover",Samrat Prithviraj,2022-05-18,22.0,
4i4uStuy0bTwUHv1J4let4,Bhage Re Mann (From ”Chameli”),Sunidhi Chauhan,Hits Of Sunidhi Chauhan,2020-08-17,11.0,
5mFvL9ObronMz7QRmk7hsC,"Kaun Mera (From ”Special 26"")",Sunidhi Chauhan,Hits Of Sunidhi Chauhan,2020-08-17,10.0,
44O26Gv1wQrlUj14PpTolM,Halka Halka (From ”Fanney Khan”),"Sunidhi Chauhan, Divya Kumar, Amit Trivedi","Halka Halka (From ""Fanney Khan"")",2018-07-14,66.0,
3nIJkIa3qRlS65TaDFkXhB,Baal Khade,Sunidhi Chauhan,Khoobsurat,2014-08-12,18.0,
5lA5W1mNRaWeIlZMePd9Jk,Aisa Kyun Maa,Sunidhi Chauhan,Neerja,2016-02-08,52.0,
1JdWzW9s2lrMr1oNjG3Vz4,Pappi Le Loon,"Shashwat Sachdev, Sunidhi Chauhan",Veere Di Wedding (Original Motion Picture Soundtrack),2018-05-31,25.0,
72C3zGAvxNsK96n7ozvPqw,Smile Deke Dekho,"Sunidhi Chauhan, Nakash Aziz",Smile Deke Dekho,2019-12-10,15.0,
5PRYFENCNKYlfSZA4f6Ggf,Gori Gori Gori Gori (From ”Main Hoon Na”),"Anu Malik, KK, Shreya Ghoshal, Sunidhi Chauhan",Hits Of Sunidhi Chauhan,2020-08-17,3.0,
2D5XO7sysD70t1RTC0dNQU,Vaddi Sharaban,"Sunidhi Chauhan, Navraj Hans, Vipin Patwa","Vaddi Sharaban (From ""De De Pyaar De"")",2019-04-11,29.0,
3OUlbrJQqE4bBCmZjFBvin,Tanhaai,"Tulsi Kumar, Sachet-Parampara",Tanhaai,2020-10-30,41.0,
0j0bk7gBFUztQWdSgt6dpj,Dil Jaaniye,"Tulsi Kumar, Jubin Nautiyal, Payal Dev","Dil Jaaniye (From ""Khandaani Shafakhana"")",2019-07-16,50.0,
2Vw94w6FxCyaYwyCivi9Py,Tere Naal,"Tulsi Kumar, Darshan Raval",Tere Naal,2020-05-18,54.0,
3Rvdqwgbr3rryZkNRrItt3,Is Qadar,"Tulsi Kumar, Darshan Raval, Sachet-Parampara",Is Qadar,2021-04-08,56.0,
2eDKLHc12ypRWzNhBHTj76,Thodi Jagah Female Version,"Tulsi Kumar, Tanishk Bagchi","Thodi Jagah Female Version (From ""Marjaavaan"")",2019-11-27,35.0,
0QYqUeDEtmDQZCGl6GaFOR,Nai Jaana,"Tulsi Kumar, Sachet Tandon, Tanishk Bagchi",Nai Jaana,2019-10-24,32.0,
26jW5VxN63FEomoI3s2kM9,Tu Laung Main Elaachi,"Tulsi Kumar, Kunaal Vermaa, Tanishk Bagchi","Tu Laung Main Elaachi (From ""Luka Chuppi"")",2019-02-18,37.0,
0YNLStsXgeX4VukjuAjgV1,Mere Papa,"Tulsi Kumar, Jeet Gannguli, Manoj Muntashir",Mere Papa,2016-04-01,32.0,
4vEjxuEWYUumjsHzLYRmBs,Papa Kahte Hain,Udit Narayan,Qayamat Se Qayamat Tak,1988-01-04,55.0,
1WX7IIJnUgpDaweRefaih0,Phir Bhi Dil Hai Hindustani,"Jatin-Lalit, Udit Narayan",Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack),1999-12-05,54.0,
3OAFzjwWionh8OfM4kgf2R,Main Yahaan Hoon,"Madan Mohan, Udit Narayan, Javed Akhtar",Veer - Zaara,2004-09-18,66.0,
78PXLPtlIhiJUsd5fsZPe4,Kusume Rumal,"Udit Narayan, Deepa jha",Kusume Rumal (Original Motion Picture Soundtrack),1991-07-18,37.0,
619BqiArColRhmckgCGoG3,Ruk Ja O Dil Deewane,Udit Narayan,Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack),2013-11-01,45.0,
1mAO7s2X1VfYwNDWIcvdhS,Jaadu Teri Nazar,Udit Narayan,Darr (Original Motion Picture Soundtrack),1990-12-01,50.0,
2yZ8KEw6cT6hUNM0j0V3IX,Udja Kale Kawan,Udit Narayan,Gadar Ek Prem Katha (Original Motion Picture Soundtrack),2001-06-15,40.0,
5GCK0hKd4TkMlxM8tFOhQv,Main Nikla Gaddi Leke,"Mithoon, Udit Narayan, Aditya Narayan, Anand Bakshi",Gadar 2 (Original Motion Picture Soundtrack),2023-08-05,49.0,
29l0XrfwpBlHtDKaEmUp2h,Tune Saath Jo Mera Chhoda,"Udit Narayan, Raghav",Tere Naam,2003-06-28,45.0,
5prtJKbJjuQlwmBDfVI5ko,Chori Chori Chupke Chupke,"Udit Narayan, Shreya Ghoshal",Krrish,2006-04-28,50.0,
0NS7HkOAwN7LqJNtQWXolZ,Timilai Dekhera,Udit Narayan,Phoolko Thunga,1999-07-14,13.0,
43AnFlahGDIxso1JRioibF,Mere Khwabon Ka,Udit Narayan,Jism (Original Motion Picture Soundtrack),2002-12-01,18.0,
3rFFQw61NOOaQ4O9q332Ls,Jaago Narsimha Jaago Re,"Udit Narayan, Shankar Mahadevan, Shaan",Syeraa Narasimha Reddy,2019-09-30,2.0,
2LQeTHmMso1QbtPI7jdndN,Rupauli rani.,Udit Narayan,Upama-Upahar-2,2008-04-25,11.0,
